generacja;koszt_scierzki
1;23528
2;23347
3;22526
4;22526
5;22118
6;21438
7;21262
8;20909
9;20337
10;20137
11;20137
12;20006
13;19882
14;19340
15;19340
16;19340
17;19240
18;19112
19;18505
20;18505
21;18407
22;18022
23;17834
24;17834
25;17627
26;17627
27;17592
28;17227
29;17122
30;16998
31;16967
32;16778
33;16635
34;16401
35;16327
36;16202
37;15577
38;15577
39;15577
40;15577
41;15090
42;15090
43;15090
44;15090
45;14993
46;14854
47;14642
48;14473
49;14473
50;14402
51;14081
52;14081
53;14053
54;14053
55;13972
56;13898
57;13557
58;13557
59;13557
60;13418
61;13418
62;13418
63;13298
64;13227
65;13138
66;13138
67;13138
68;12956
69;12888
70;12822
71;12795
72;12577
73;12509
74;12509
75;12485
76;12422
77;12303
78;12303
79;12303
80;12194
81;12177
82;12121
83;12021
84;11975
85;11775
86;11775
87;11753
88;11546
89;11366
90;11366
91;11366
92;11346
93;11346
94;11193
95;11142
96;11002
97;10925
98;10925
99;10922
100;10801
101;10777
102;10736
103;10723
104;10590
105;10583
106;10582
107;10473
108;10427
109;10275
110;10275
111;10268
112;10268
113;10152
114;10111
115;10080
116;9970
117;9951
118;9945
119;9901
120;9858
121;9772
122;9714
123;9692
124;9692
125;9650
126;9578
127;9578
128;9321
129;9321
130;9321
131;9321
132;9321
133;9222
134;9222
135;9194
136;9105
137;9056
138;9056
139;9008
140;8947
141;8904
142;8898
143;8884
144;8800
145;8777
146;8644
147;8633
148;8553
149;8553
150;8530
151;8339
152;8339
153;8339
154;8330
155;8267
156;8249
157;8174
158;8158
159;8077
160;8077
161;8077
162;8073
163;8000
164;8000
165;7904
166;7877
167;7876
168;7876
169;7764
170;7739
171;7698
172;7698
173;7673
174;7653
175;7596
176;7547
177;7499
178;7499
179;7499
180;7483
181;7483
182;7447
183;7428
184;7395
185;7395
186;7356
187;7324
188;7300
189;7272
190;7214
191;7212
192;7179
193;7119
194;7119
195;7079
196;7053
197;7052
198;7018
199;6987
200;6986
201;6953
202;6924
203;6924
204;6917
205;6883
206;6862
207;6862
208;6831
209;6799
210;6788
211;6746
212;6746
213;6723
214;6711
215;6681
216;6669
217;6645
218;6591
219;6591
220;6562
221;6555
222;6518
223;6490
224;6423
225;6395
226;6395
227;6388
228;6367
229;6367
230;6343
231;6343
232;6325
233;6317
234;6291
235;6291
236;6291
237;6284
238;6256
239;6236
240;6236
241;6199
242;6199
243;6199
244;6192
245;6180
246;6135
247;6118
248;6103
249;6103
250;6089
251;6056
252;6056
253;6056
254;6056
255;6056
256;6056
257;6056
258;6056
259;6024
260;6024
261;5878
262;5878
263;5878
264;5859
265;5848
266;5848
267;5822
268;5822
269;5809
270;5806
271;5785
272;5774
273;5774
274;5768
275;5754
276;5754
277;5746
278;5726
279;5726
280;5726
281;5726
282;5726
283;5706
284;5706
285;5705
286;5679
287;5659
288;5659
289;5605
290;5605
291;5605
292;5586
293;5586
294;5586
295;5586
296;5586
297;5583
298;5583
299;5583
300;5583
301;5581
302;5557
303;5557
304;5554
305;5539
306;5539
307;5517
308;5517
309;5517
310;5517
311;5491
312;5473
313;5473
314;5469
315;5444
316;5444
317;5444
318;5444
319;5440
320;5438
321;5438
322;5423
323;5423
324;5418
325;5418
326;5413
327;5396
328;5386
329;5386
330;5386
331;5386
332;5364
333;5364
334;5360
335;5360
336;5346
337;5346
338;5346
339;5346
340;5346
341;5342
342;5342
343;5342
344;5336
345;5336
346;5328
347;5328
348;5328
349;5328
350;5328
351;5308
352;5308
353;5298
354;5298
355;5298
356;5279
357;5279
358;5279
359;5279
360;5279
361;5279
362;5279
363;5279
364;5279
365;5279
366;5279
367;5279
368;5279
369;5279
370;5279
371;5279
372;5279
373;5279
374;5279
375;5279
376;5274
377;5224
378;5224
379;5224
380;5224
381;5224
382;5216
383;5216
384;5216
385;5216
386;5216
387;5216
388;5216
389;5216
390;5216
391;5216
392;5216
393;5216
394;5216
395;5216
396;5216
397;5216
398;5216
399;5216
400;5216
401;5216
402;5216
403;5216
404;5216
405;5216
406;5198
407;5198
408;5198
409;5198
410;5198
411;5198
412;5198
413;5198
414;5198
415;5198
416;5198
417;5198
418;5198
419;5198
420;5198
421;5198
422;5198
423;5192
424;5192
425;5192
426;5192
427;5192
428;5192
429;5192
430;5192
431;5192
432;5192
433;5192
434;5192
435;5192
436;5192
437;5192
438;5192
439;5192
440;5192
441;5192
442;5192
443;5192
444;5192
445;5192
446;5192
447;5192
448;5192
449;5192
450;5192
451;5192
452;5192
453;5192
454;5192
455;5192
456;5192
457;5192
458;5192
459;5192
460;5192
461;5192
462;5192
463;5192
464;5192
465;5154
466;5154
467;5154
468;5154
469;5154
470;5154
471;5154
472;5154
473;5154
474;5154
475;5154
476;5154
477;5154
478;5154
479;5154
480;5154
481;5154
482;5154
483;5154
484;5146
485;5146
486;5146
487;5146
488;5146
489;5146
490;5140
491;5140
492;5140
493;5140
494;5140
495;5140
496;5140
497;5140
498;5140
499;5140
500;5140
501;5140
502;5140
503;5140
504;5140
505;5140
506;5140
507;5140
508;5140
509;5131
510;5131
511;5131
512;5131
513;5126
514;5126
515;5126
516;5126
517;5126
518;5126
519;5126
520;5126
521;5126
522;5126
523;5126
524;5126
525;5126
526;5126
527;5126
528;5126
529;5126
530;5126
531;5126
532;5126
533;5126
534;5126
535;5126
536;5126
537;5126
538;5126
539;5126
540;5126
541;5126
542;5126
543;5126
544;5126
545;5126
546;5126
547;5126
548;5126
549;5126
550;5126
551;5126
552;5126
553;5126
554;5126
555;5126
556;5126
557;5126
558;5126
559;5126
560;5126
561;5126
562;5126
563;5126
564;5126
565;5126
566;5126
567;5126
568;5126
569;5126
570;5126
571;5126
