generacja;koszt_scierzki
1;7201
2;7147
3;7109
4;6989
5;6975
6;6890
7;6814
8;6777
9;6594
10;6594
11;6594
12;6569
13;6555
14;6555
15;6449
16;6418
17;6385
18;6385
19;6385
20;6385
21;6357
22;6355
23;6319
24;6310
25;6291
26;6257
27;6239
28;6239
29;6238
30;6167
31;6140
32;6126
33;6070
34;6036
35;6036
36;6028
37;5966
38;5966
39;5966
40;5966
41;5966
42;5899
43;5897
44;5897
45;5892
46;5844
47;5817
48;5796
49;5757
50;5734
51;5734
52;5685
53;5664
54;5641
55;5632
56;5612
57;5568
58;5494
59;5494
60;5494
61;5448
62;5448
63;5418
64;5413
65;5396
66;5324
67;5324
68;5324
69;5297
70;5297
71;5297
72;5282
73;5279
74;5237
75;5230
76;5196
77;5196
78;5184
79;5184
80;5182
81;5164
82;5134
83;5134
84;5131
85;5109
86;5107
87;5100
88;5085
89;5063
90;5044
91;5029
92;5024
93;4998
94;4998
95;4966
96;4964
97;4960
98;4952
99;4943
100;4930
101;4930
102;4920
103;4912
104;4874
105;4869
106;4829
107;4829
108;4820
109;4795
110;4795
111;4748
112;4748
113;4741
114;4741
115;4735
116;4725
117;4703
118;4691
119;4681
120;4681
121;4660
122;4655
123;4636
124;4603
125;4603
126;4594
127;4586
128;4582
129;4562
130;4559
131;4525
132;4523
133;4518
134;4515
135;4513
136;4490
137;4476
138;4476
139;4476
140;4464
141;4464
142;4455
143;4452
144;4435
145;4430
146;4408
147;4408
148;4394
149;4394
150;4380
151;4367
152;4367
153;4365
154;4351
155;4329
156;4326
157;4326
158;4314
159;4313
160;4263
161;4263
162;4263
163;4255
164;4255
165;4241
166;4239
167;4239
168;4219
169;4211
170;4193
171;4193
172;4190
173;4182
174;4178
175;4176
176;4165
177;4164
178;4162
179;4151
180;4145
181;4138
182;4132
183;4132
184;4130
185;4123
186;4118
187;4110
188;4106
189;4098
190;4090
191;4087
192;4075
193;4069
194;4068
195;4067
196;4059
197;4058
198;4046
199;4038
200;4035
201;4026
202;4018
203;4010
204;4010
205;4005
206;4003
207;3998
208;3998
209;3995
210;3995
211;3994
212;3994
213;3994
214;3993
215;3993
216;3993
217;3993
218;3993
219;3993
220;3993
221;3993
222;3993
223;3993
224;3993
225;3993
226;3993
227;3993
228;3993
229;3993
230;3993
231;3993
232;3993
233;3993
234;3993
235;3993
236;3993
237;3993
238;3993
239;3992
240;3992
241;3992
242;3992
243;3992
244;3992
245;3992
246;3992
247;3992
248;3992
249;3992
250;3992
251;3992
252;3992
253;3992
254;3992
255;3992
256;3992
257;3992
258;3992
259;3992
260;3992
261;3992
262;3992
263;3992
264;3992
265;3992
266;3992
267;3992
268;3992
269;3992
270;3992
271;3992
272;3992
273;3992
274;3992
275;3992
276;3992
277;3992
278;3992
279;3992
280;3992
281;3992
282;3992
283;3992
284;3992
285;3992
286;3992
287;3992
288;3992
289;3992
290;3992
291;3992
292;3992
293;3992
294;3992
295;3992
296;3992
297;3992
298;3992
299;3992
300;3992
301;3992
302;3992
303;3992
304;3992
305;3992
306;3992
307;3992
308;3992
309;3992
310;3992
311;3992
312;3992
313;3992
314;3992
315;3992
316;3992
317;3992
318;3992
319;3992
320;3992
321;3992
322;3992
323;3992
324;3992
325;3992
326;3992
327;3992
328;3992
329;3992
330;3992
331;3992
332;3992
333;3992
334;3992
335;3992
336;3992
337;3992
338;3992
339;3992
340;3992
341;3992
342;3992
343;3992
344;3992
345;3992
346;3992
347;3992
348;3992
349;3992
350;3992
351;3992
