generacja;koszt_scierzki
1;7205
2;7159
3;7020
4;6967
5;6967
6;6893
7;6824
8;6759
9;6746
10;6715
11;6605
12;6605
13;6597
14;6597
15;6499
16;6457
17;6337
18;6337
19;6337
20;6337
21;6337
22;6315
23;6283
24;6263
25;6216
26;6195
27;6195
28;6178
29;6135
30;6135
31;6103
32;6091
33;6091
34;6070
35;6057
36;5984
37;5984
38;5976
39;5895
40;5875
41;5856
42;5849
43;5821
44;5777
45;5770
46;5734
47;5707
48;5648
49;5648
50;5629
51;5580
52;5572
53;5532
54;5523
55;5523
56;5465
57;5465
58;5446
59;5403
60;5378
61;5350
62;5350
63;5341
64;5293
65;5293
66;5293
67;5293
68;5293
69;5246
70;5246
71;5233
72;5210
73;5210
74;5173
75;5151
76;5151
77;5119
78;5119
79;5107
80;5081
81;5065
82;5030
83;5030
84;5013
85;5010
86;5004
87;4969
88;4969
89;4969
90;4954
91;4932
92;4913
93;4891
94;4891
95;4890
96;4884
97;4862
98;4844
99;4825
100;4821
101;4812
102;4812
103;4803
104;4787
105;4784
106;4774
107;4772
108;4754
109;4752
110;4748
111;4724
112;4724
113;4724
114;4718
115;4709
116;4687
117;4687
118;4677
119;4661
120;4657
121;4644
122;4624
123;4621
124;4614
125;4605
126;4591
127;4588
128;4581
129;4571
130;4557
131;4552
132;4534
133;4527
134;4505
135;4497
136;4483
137;4477
138;4475
139;4468
140;4451
141;4449
142;4447
143;4428
144;4419
145;4416
146;4393
147;4384
148;4382
149;4378
150;4378
151;4373
152;4369
153;4366
154;4362
155;4359
156;4353
157;4350
158;4347
159;4342
160;4337
161;4333
162;4322
163;4316
164;4311
165;4304
166;4297
167;4295
168;4293
169;4293
170;4291
171;4289
172;4285
173;4279
174;4277
175;4272
176;4264
177;4256
178;4253
179;4248
180;4247
181;4237
182;4237
183;4236
184;4233
185;4230
186;4218
187;4211
188;4205
189;4192
190;4190
191;4183
192;4177
193;4177
194;4171
195;4166
196;4160
197;4151
198;4151
199;4148
200;4147
201;4143
202;4141
203;4137
204;4133
205;4130
206;4119
207;4119
208;4116
209;4113
210;4105
211;4105
212;4098
213;4098
214;4098
215;4098
216;4087
217;4087
218;4087
219;4085
220;4077
221;4077
222;4071
223;4070
224;4070
225;4061
226;4055
227;4055
228;4052
229;4050
230;4042
231;4042
232;4032
233;4027
234;4025
235;4018
236;4013
237;4013
238;4012
239;4009
240;4008
241;4008
242;4005
243;4004
244;3999
245;3999
246;3995
247;3993
248;3989
249;3983
250;3982
251;3979
252;3979
253;3978
254;3963
255;3960
256;3959
257;3952
258;3945
259;3933
260;3922
261;3920
262;3914
263;3905
264;3905
265;3905
266;3903
267;3896
268;3896
269;3889
270;3885
271;3885
272;3882
273;3878
274;3878
275;3877
276;3876
277;3870
278;3869
279;3867
280;3867
281;3862
282;3858
283;3858
284;3852
285;3851
286;3844
287;3842
288;3835
289;3833
290;3831
291;3822
292;3822
293;3817
294;3811
295;3808
296;3804
297;3802
298;3796
299;3794
300;3792
301;3789
302;3784
303;3777
304;3776
305;3770
306;3769
307;3769
308;3768
309;3763
310;3763
311;3762
312;3761
313;3759
314;3757
315;3757
316;3750
317;3750
318;3748
319;3747
320;3747
321;3747
322;3745
323;3745
324;3745
325;3741
326;3741
327;3741
328;3739
329;3734
330;3734
331;3729
332;3727
333;3722
334;3720
335;3718
336;3716
337;3715
338;3715
339;3712
340;3706
341;3703
342;3703
343;3701
344;3699
345;3699
346;3698
347;3698
348;3698
349;3697
350;3695
351;3695
352;3695
353;3687
354;3687
355;3687
356;3676
357;3676
358;3675
359;3673
360;3667
361;3661
362;3659
363;3659
364;3659
365;3651
366;3649
367;3648
368;3645
369;3644
370;3640
371;3640
372;3638
373;3637
374;3627
375;3627
376;3627
377;3624
378;3624
379;3624
380;3618
381;3618
382;3618
383;3614
384;3614
385;3614
386;3614
387;3610
388;3610
389;3609
390;3606
391;3606
392;3605
393;3605
394;3602
395;3600
396;3600
397;3599
398;3593
399;3587
400;3587
401;3587
402;3585
403;3585
404;3585
405;3585
406;3585
407;3585
408;3576
409;3576
410;3576
411;3576
412;3576
413;3576
414;3576
415;3576
416;3576
417;3570
418;3570
419;3567
420;3567
421;3567
422;3567
423;3567
424;3567
425;3565
426;3565
427;3565
428;3565
429;3565
430;3565
431;3565
432;3565
433;3565
434;3565
435;3565
436;3565
437;3565
438;3565
439;3565
440;3565
441;3565
442;3565
443;3565
444;3562
445;3562
446;3562
447;3560
448;3560
449;3557
450;3553
451;3553
452;3550
453;3545
454;3540
455;3535
456;3533
457;3528
458;3525
459;3523
460;3519
461;3515
462;3513
463;3505
464;3505
465;3505
466;3505
467;3504
468;3501
469;3499
470;3499
471;3497
472;3494
473;3493
474;3492
475;3490
476;3487
477;3485
478;3481
479;3477
480;3477
481;3477
482;3475
483;3473
484;3471
485;3470
486;3467
487;3465
488;3461
489;3459
490;3457
491;3455
492;3453
493;3451
494;3451
495;3449
496;3447
497;3447
498;3436
499;3436
500;3436
501;3432
502;3431
503;3429
504;3424
505;3424
506;3422
507;3422
508;3422
509;3421
510;3420
511;3419
512;3418
513;3417
514;3417
515;3415
516;3411
517;3411
518;3411
519;3411
520;3408
521;3408
522;3408
523;3406
524;3406
525;3406
526;3406
527;3406
528;3406
529;3406
530;3406
531;3397
532;3397
533;3397
534;3397
535;3397
536;3397
537;3389
538;3389
539;3389
540;3386
541;3386
542;3386
543;3386
544;3386
545;3386
546;3385
547;3385
548;3381
549;3370
550;3370
551;3370
552;3370
553;3369
554;3367
555;3367
556;3367
557;3367
558;3367
559;3367
560;3367
561;3367
562;3359
563;3359
564;3359
565;3357
566;3357
567;3355
568;3355
569;3354
570;3351
571;3351
572;3351
573;3350
574;3350
575;3343
576;3343
577;3343
578;3341
579;3341
580;3334
581;3329
582;3328
583;3326
584;3321
585;3320
586;3320
587;3320
588;3320
589;3320
590;3320
591;3320
592;3318
593;3318
594;3312
595;3312
596;3312
597;3312
598;3312
599;3312
600;3312
601;3312
602;3312
603;3312
604;3312
605;3312
606;3312
607;3312
608;3312
609;3312
610;3312
611;3312
612;3312
613;3312
614;3312
615;3312
616;3312
617;3312
618;3310
619;3310
620;3310
621;3310
622;3310
623;3310
624;3310
625;3310
626;3310
627;3310
628;3310
629;3310
630;3310
631;3310
632;3310
633;3310
634;3310
635;3310
636;3310
637;3310
638;3310
639;3305
640;3305
641;3305
642;3305
643;3303
644;3303
645;3303
646;3303
647;3303
648;3303
