1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
1.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
0.0;150;[3 - 1 - 2 - 4 - 0 - 5 - 3]
4.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
5.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
0.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
3.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
2.0;136;[3 - 5 - 1 - 2 - 0 - 6 - 4 - 7 - 3]
1471.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1340.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1381.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1384.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1336.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1345.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1329.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1331.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1330.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1343.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1332.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1415.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1343.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1451.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1528.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1463.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1403.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1354.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1353.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1370.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1352.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
1412.0;149;[1 - 2 - 7 - 5 - 6 - 0 - 4 - 3 - 9 - 8 - 10 - 1]
